Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
44b08ecf-2044-4a15-9eed-426a5bd3688b,1/15/1997,,999-94-2070,S99926658,X59338006X,Ms.,Dusti191,Osinski784,,,,white,french,F,Wilbraham  Massachusetts  US,224 Rowe Key,Yarmouth,Massachusetts,Barnstable County,,41.726242,-70.20671595,605343.8,2810.64
a43dfba3-ed96-4663-8beb-18a06f5ab72c,10/3/2008,,999-63-7725,,,,Rutha66,Walter473,,,,white,french_canadian,F,Raynham  Massachusetts  US,906 Stoltenberg Vista Apt 68,Acushnet,Massachusetts,Bristol County,,41.80431274,-70.83444243,264654.9,2903.16
31c864af-38ad-476c-8061-fa3bc461a363,2/28/1988,,999-10-2971,S99962261,X14208705X,Mr.,Sean831,Luettgen772,,,M,white,english,M,Reading  Massachusetts  US,241 Lubowitz Skyway,Canton,Massachusetts,Norfolk County,,42.26002636,-71.09172384,652494.49,5494.32
7a2e428b-cf7d-425e-be49-6cdf280c36e1,6/26/1991,,999-44-6117,S99976465,X23057210X,Mrs.,Samara159,Schimmel440,,McClure239,M,white,irish,F,Lynn  Massachusetts  US,521 Kreiger Bridge Suite 7,Hudson,Massachusetts,Middlesex County,1749,42.40291166,-71.53297029,567282.3,4156.24
0ca29d43-6456-426e-be49-02136f47485c,2/29/1964,10/17/2009,999-46-5215,S99925674,X76004050X,Mr.,Michael441,Dare640,,,M,white,american,M,Wakefield  Massachusetts  US,333 Walker Branch Suite 32,Somerville,Massachusetts,Middlesex County,2138,42.43229171,-71.01125725,1101097.41,4236.24
ba3fcb7a-6d12-4f97-9358-5cdba21d15d3,7/9/1998,,999-71-6789,S99937984,X71979982X,Ms.,Leana211,Bernier607,,,,white,english,F,Lakeville  Massachusetts  US,272 Bradtke Vale,Plymouth,Massachusetts,Plymouth County,2360,41.93420182,-70.55653378,461938.27,3553.84
24aba9a1-2e73-4d31-ab80-7d8a43beda74,11/19/1990,,999-20-9744,S99939533,X38678843X,Mrs.,Keisha459,Kris249,,Hayes766,M,white,italian,F,North Attleborough  Massachusetts  US,362 Dickens Boulevard,Boston,Massachusetts,Suffolk County,2108,42.45124275,-71.01194364,676121.35,5568.68
ced2c262-2431-4885-90b3-d5c5b776b97e,6/23/1998,,999-41-7219,S99934562,X26453935X,Ms.,Lane844,Beer512,,,,white,french,F,Shrewsbury  Massachusetts  US,872 Satterfield Skyway,New Bedford,Massachusetts,Bristol County,2740,41.73138649,-70.91190523,67564.21,6204.11
02b253ec-2379-4334-87fa-b959e7838ed4,9/30/1950,,999-46-4548,S99954502,X86359152X,Mrs.,Jenise920,Stokes453,,Metz686,M,white,american,F,North Attleborough  Massachusetts  US,689 Beer Wall Suite 41,Canton,Massachusetts,Norfolk County,,42.2156817,-71.0326557,1528421.83,9505.8
8e6c298d-b33d-43be-a35c-1707fe6855a2,8/22/1953,,999-58-6881,S99981196,X27424017X,Mr.,Cameron381,Beatty507,,,M,black,african,M,Boston  Massachusetts  US,748 Roob Center,Boston,Massachusetts,Suffolk County,2108,42.37850621,-70.94622986,1649111.12,7142.72
10db6001-b50d-4352-a56b-21d0c2c5b99c,9/6/2006,,999-97-8901,,,,Mariana775,Urías338,,,,hispanic,central_american,F,Tegucigalpa  Francisco Morazán  HN,129 Ruecker Frontage road,New Bedford,Massachusetts,Bristol County,2740,41.64276054,-70.89505453,330283.86,2989
26e74707-55ec-4fe5-bdb7-ac6de9be3146,4/3/1985,,999-85-6440,S99930716,X38897284X,Mrs.,Marquita692,Orn563,,Haley279,M,white,irish,F,Lakeville  Massachusetts  US,994 Breitenberg Parade,Peabody,Massachusetts,Essex County,1940,42.56936183,-70.92788648,728815.02,10291.07
4a56070d-d482-4854-a1fb-8a0aac88b889,8/29/1957,9/16/2010,999-53-2372,S99925402,X36653594X,Ms.,Sanda877,Wolff180,,,S,white,italian,F,Worcester  Massachusetts  US,200 Borer Fort Unit 59,Quincy,Massachusetts,Norfolk County,2169,42.28178321,-71.0704648,170132.26,14528.83
b003aafe-cb06-47fd-bd4f-f8044b64b596,2/29/1964,,999-23-1971,S99975049,X35624793X,Mr.,Odis959,Rutherford999,,,M,white,american,M,Barnstable  Massachusetts  US,323 Wintheiser Mall Suite 64,Somerville,Massachusetts,Middlesex County,2138,42.407115,-71.10979327,1474469.92,3887.2
6d8d78d3-3e54-4f82-b244-bff830358515,1/20/1983,,999-31-1600,S99981780,X32913376X,Ms.,Victoria535,Uribe503,,,S,hispanic,puerto_rican,F,Bayamon  Puerto Rico  PR,860 Zemlak Port,Peabody,Massachusetts,Essex County,1940,42.55526667,-70.89736293,752913.04,9070.52
7747bd12-8a97-417c-a21d-d4fd77139033,5/9/2008,,999-79-5273,,,,Marketta481,Zieme486,,,,white,irish,F,Fall River  Massachusetts  US,428 O'Reilly Highlands,Framingham,Massachusetts,Middlesex County,1701,42.4000069,-71.34942096,301926.36,2583.2
89130e93-7fcb-4123-8e71-f8b702fe4501,3/23/1959,,999-74-7209,S99960752,X31555579X,Mr.,Seymour882,Bogan287,,,M,white,irish,M,Somerville  Massachusetts  US,965 Harris Fort Suite 78,Wellfleet,Massachusetts,Barnstable County,,41.98252064,-70.01648499,1249800.01,5581.04
910da454-49f1-4828-b856-995979c53f8c,1/29/1983,,999-19-5912,S99910687,X4076323X,Ms.,Floy720,West559,,,S,white,german,F,Boston  Massachusetts  US,1052 Barrows Union,Brookline,Massachusetts,Norfolk County,2215,42.42466161,-71.01666034,859553.89,5825.28
25bd6cc0-bf0f-4888-99ca-08671df4b401,12/20/1986,,999-51-5534,S99965614,X15278230X,Mr.,Erwin847,Graham902,,,M,black,african,M,Lakeville  Massachusetts  US,611 Barrows Vale Suite 5,Boston,Massachusetts,Suffolk County,2108,42.35195816,-71.05200496,673739.19,2759.68
9c87abae-4487-45f4-b29c-b481a4e88bc0,11/20/1972,,999-19-6777,S99923194,X32316710X,Mr.,Cedric746,Mayer370,,,M,white,russian,M,Marblehead  Massachusetts  US,896 Murazik Club,Arlington,Massachusetts,Middlesex County,2474,42.43007347,-71.12769486,1073520.3,3673.8
5620b276-5302-4cba-81cc-d570c676958b,11/22/1991,,999-17-1098,S99917281,X43377309X,Mr.,Leroy603,Heathcote539,,,M,white,irish,M,Lawrence  Massachusetts  US,192 Erdman Camp,Southborough,Massachusetts,Worcester County,,42.34266805,-71.47128279,705683.08,3177.24
4bd5735c-7c58-4e89-a42d-7b36402ca44d,7/27/1992,,999-17-5629,S99922339,X22213745X,Mrs.,Danuta945,Franecki195,,Reynolds644,M,black,african,F,Boston  Massachusetts  US,196 Herzog Rest,Lowell,Massachusetts,Middlesex County,1850,42.71233437,-71.25656734,569153.18,4023.2
a5d91b13-babe-4d88-9647-ffea605640cb,11/1/1966,,999-45-5838,S99926467,X47253549X,Mrs.,Elouise806,Rolfson709,,Adams676,M,white,italian,F,Boston  Massachusetts  US,353 Christiansen Passage Suite 28,Somerset,Massachusetts,Bristol County,2725,41.72275418,-71.13228633,1166484.81,12757.85
de69c3c1-8366-4160-91d4-ce6fa08c11b3,8/29/1957,,999-58-3151,S99951102,X5407934X,Mrs.,Yuriko393,Jacobs452,,Hegmann834,M,white,italian,F,Cambridge  Massachusetts  US,306 Parisian Path Suite 58,Quincy,Massachusetts,Norfolk County,2169,42.24470109,-71.04512739,201452.16,19462.93
88c7be04-bc65-41df-9b97-88fcca533afc,10/2/1978,,999-41-3666,S99982853,X2840406X,Mr.,Luther918,Abernathy524,,,M,white,italian,M,Revere  Massachusetts  US,1013 Ziemann Quay,Grafton,Massachusetts,Worcester County,,42.29898371,-71.6396243,988325.47,3789.64
d4517f53-dad0-48c1-9665-aa617ce81275,4/19/2005,,999-63-6340,,,,Ernesto186,Escobar593,,,,hispanic,puerto_rican,M,Ponce  Puerto Rico  PR,830 Ortiz Crossing,East Longmeadow,Massachusetts,Hampden County,,42.08489849,-72.44745826,385358.37,2750.68
0dfc037e-f41d-47e3-ae9b-d407eae59536,1/10/1986,,999-91-9286,S99910606,X89229507X,Ms.,Mittie376,Leannon79,,,S,white,french,F,Cambridge  Massachusetts  US,1064 Dietrich Neck,Quincy,Massachusetts,Norfolk County,2169,42.2927466,-71.07560224,774209.67,3178.84
c072e6ad-b03f-4eee-abe0-2dbc93bbadfe,1/3/2012,,999-62-6858,,,,Angel97,Swift555,,,,white,french_canadian,M,Cambridge  Massachusetts  US,517 Weissnat Mall,Malden,Massachusetts,Middlesex County,2148,42.46952291,-70.99019189,23563.93,2412.36
a9df73f7-dd25-4b5b-b924-938edabfb461,2/18/2010,,999-59-9082,,,,Claudine313,Schuppe920,,,,white,american,F,Easton  Massachusetts  US,864 Kovacek Landing,Norwood,Massachusetts,Norfolk County,2062,42.2374412,-71.17012435,256335.77,2324.88
a0667059-5b72-4c8e-941b-66efd98b43da,1/2/1968,,999-18-8582,S99983165,X46915577X,Mr.,Williams176,Legros616,,,M,white,portuguese,M,Spencer  Massachusetts  US,581 Simonis Estate Apt 45,Boston,Massachusetts,Suffolk County,2108,42.41980679,-71.12324954,1246137.37,3919.64
677a3742-0c21-4384-9dad-8ba06103c94d,7/11/1968,,999-57-2160,S99946591,X6951705X,Mr.,Joe656,Kuhic920,,,S,white,french,M,Raynham  Massachusetts  US,516 Murazik Spur,Raynham,Massachusetts,Bristol County,,42.03035832,-71.03852282,1234965.37,4946.2
bc9a941e-d611-499b-8c16-b0f3a165559e,1/25/1994,,999-29-1955,S99931636,X79610674X,Mr.,Lazaro919,Senger904,,,,white,english,M,Quincy  Massachusetts  US,320 Leffler Row,Sudbury,Massachusetts,Middlesex County,,42.46361277,-71.40435941,557264.53,3564.18
2dbf2669-2d65-4d84-9388-0066f3960974,11/19/2012,,999-18-6547,,,,Maryetta775,Rowe323,,,,white,italian,F,Newton  Massachusetts  US,603 Blanda View,New Bedford,Massachusetts,Bristol County,2740,41.78449637,-70.92377605,157862.06,2055.72
fa07dae4-3ab8-46d8-8e2e-766461ac7f6c,1/3/1989,,999-69-2149,S99985505,X21023475X,Mr.,Matthew562,Trantow673,,,M,white,polish,M,Quincy  Massachusetts  US,1067 Turner Center,Newton,Massachusetts,Middlesex County,2458,42.40820418,-71.23162391,636314.67,6084.24
2c405456-ee6d-475c-b0fe-e8675589845c,8/13/1966,,999-88-5291,S99935817,X70489312X,Ms.,Angele108,Konopelski743,,,S,white,german,F,Worcester  Massachusetts  US,921 Roberts Rue Apt 73,Marblehead,Massachusetts,Essex County,1945,42.55240585,-70.8327402,116549.22,3665.48
a8296af6-7706-497b-be46-f5c101e7ce66,5/16/2001,,999-71-5460,S99930317,,Ms.,Rosario163,Canales95,,,,black,dominican,F,Roseau  Saint George  DM,688 D'Amore Walk,Cambridge,Massachusetts,Middlesex County,2138,42.41942712,-71.12654001,491038.06,2772.32
870a8160-e247-4758-a414-073fd676592d,9/2/1982,,999-51-6592,S99967422,X18115683X,Mr.,Tom274,Dach178,,,M,white,irish,M,Reading  Massachusetts  US,322 Labadie Ramp Suite 51,Revere,Massachusetts,Suffolk County,2151,42.44641674,-70.89733805,114658.8,4454.77
a0a2069d-3abe-4591-a0de-7fffc37ad90d,8/8/2005,,999-53-5336,,,,Manuel446,Luettgen772,,,,white,irish,M,Charlton  Massachusetts  US,769 Corwin Ferry Unit 49,Provincetown,Massachusetts,Barnstable County,2657,42.08907479,-70.10007935,306606.53,3016.48
d41d57b4-91e6-4452-8b31-937d707d2b3f,8/22/1954,,999-79-6931,S99950428,X72590002X,Mrs.,Emilee283,Conn188,,Mertz280,M,hispanic,puerto_rican,F,Boston  Massachusetts  US,980 Barrows Path Apt 31,Gloucester,Massachusetts,Essex County,1930,42.63974029,-70.64751925,1642194.14,6171
95f96486-b915-4e2c-af88-4af40370364f,2/20/1985,,999-39-8322,S99910725,X71272092X,Mrs.,Lottie401,Cole117,,Runte676,M,white,irish,F,Lynn  Massachusetts  US,387 Reilly Overpass,Boston,Massachusetts,Suffolk County,2108,42.3554912,-71.06066326,110678.99,7907.6
858c9853-013a-40d1-9ed7-66b66b0b4c5c,10/8/2006,,999-48-9913,,,,Geraldo282,Reilly981,,,,hispanic,mexican,M,Hadley  Massachusetts  US,1050 Bradtke Corner,Springfield,Massachusetts,Hampden County,1013,42.12871078,-72.4916897,313239.61,3674.76
9ea28ce1-de76-48b9-aa27-e99a7020ecce,3/18/1978,,999-36-6335,S99925995,X27135431X,Mrs.,Verla696,Cassin499,,Kautzer186,M,white,portuguese,F,Quincy  Massachusetts  US,863 Heller Lock,Cummington,Massachusetts,Hampshire County,,42.51374782,-72.9056167,900476.93,8211.42
14f92538-be5c-4de6-afb7-9d404fd3a8ae,8/24/1939,3/19/1996,999-30-2868,S99976794,X15422386X,Mrs.,Mee229,Schamberger479,,Sanford861,M,white,german,F,Somerville  Massachusetts  US,539 Greenfelder Stravenue,Fall River,Massachusetts,Bristol County,2720,41.73717422,-71.06208693,1125338.76,9473.12
976bcab3-c1c3-4141-b6ca-e7dc1d365abb,11/9/2004,,999-69-1233,,,,Jorge Luis88,Alva958,,,,black,dominican,M,Marigot  Saint Andrew Parish  DM,578 King Run Unit 88,Boston,Massachusetts,Suffolk County,2108,42.37402486,-71.01657616,341053.72,2728.16
6a59b037-c848-472c-be9a-f14c43160c6c,8/27/1951,,999-82-6675,S99948123,X56755005X,Mrs.,Reina25,Huels583,,Bradtke547,M,white,french,F,Marblehead  Massachusetts  US,849 Reichert Approach Apt 54,Taunton,Massachusetts,Bristol County,2718,41.90000176,-70.93179478,224186.55,13682.7
949e3e66-aa54-4a00-be94-204bf0696852,5/24/1968,,999-69-3582,S99970058,X25803445X,Mr.,Luther918,Sanford861,,,M,white,swedish,M,Holyoke  Massachusetts  US,381 Tremblay Overpass Apt 77,Shrewsbury,Massachusetts,Worcester County,,42.29346331,-71.68826873,1183580.92,9186.52
8ccf09f3-07c3-4d93-9389-48574072ebc7,7/2/2019,,999-80-2569,,,,Gabriella773,Cartwright189,,,,white,french_canadian,F,Longueuil  Quebec  CA,161 D'Amore Stravenue,Worcester,Massachusetts,Worcester County,1545,42.34739614,-71.83736925,6300,258.32
7125b58e-8953-46db-9573-537b34888d8f,7/22/1958,,999-73-2288,S99955543,X60905608X,Mrs.,Tiffanie406,Marks830,,Rolfson709,M,white,portuguese,F,Franklin  Massachusetts  US,565 Torphy Hollow,Medway,Massachusetts,Norfolk County,,42.21929534,-71.34573115,198620.92,24458.37
34068b8e-9f6f-4f09-b973-b64d194a1cd2,10/11/1957,,999-16-7505,S99996426,X21188468X,Mrs.,Melodi744,Howell947,,Barton704,M,white,irish,F,Marblehead  Massachusetts  US,235 Klocko Vista Suite 76,Marlborough,Massachusetts,Middlesex County,1752,42.42575236,-71.52454819,1397507.91,7895.92
3e92b479-ea5b-4191-b36b-b983746fb1b0,9/24/2008,,999-11-6600,,,,Georgina806,Schiller186,,,,asian,chinese,F,Maynard  Massachusetts  US,157 Carter Forge Unit 88,North Andover,Massachusetts,Essex County,,42.73060514,-71.0347165,292276.25,2454.04
3c2eab1b-667c-44d2-8e63-3c41ec3d5b2b,8/26/1967,,999-94-2750,S99932577,X77734206X,Mr.,Rich940,Harber290,,,M,white,irish,M,Agawam  Massachusetts  US,180 Zemlak Harbor Apt 42,Marshfield,Massachusetts,Plymouth County,2050,42.14518142,-70.61223992,165665.09,11867.64
013908ef-c887-4972-9275-377a6f5e1f5e,10/13/1989,,999-63-4662,S99937471,X73519238X,Mr.,Tommy814,Friesen796,,,M,white,english,M,Chicopee  Massachusetts  US,301 Nicolas Route,Swampscott,Massachusetts,Essex County,1907,42.488977,-70.83524632,758554.18,3057.24
8f01ac50-19c7-4a30-b260-b7a5b725f582,5/29/2010,,999-67-7220,,,,Tynisha348,McGlynn426,,,,white,polish,F,Middleborough  Massachusetts  US,620 Vandervort Throughway Apt 23,Everett,Massachusetts,Middlesex County,2148,42.47399553,-71.03890139,246948.89,2324.88
18f154cc-ec1c-427c-9ecc-48bae325c4d6,7/16/1956,,999-67-8027,S99919842,X15816363X,Mr.,Otis335,Johns824,,,M,white,irish,M,Gardner  Massachusetts  US,1078 Simonis Fort Suite 51,Norwood,Massachusetts,Norfolk County,2062,42.23876901,-71.18220574,1523321.38,6106.12
47eeb051-490c-4a27-89f8-05b85bc84a75,8/24/1939,8/12/2000,999-90-5930,S99919919,X50505087X,Ms.,Jennell254,Stamm704,,,S,white,german,F,Concord  Massachusetts  US,927 Beahan Approach Unit 9,Fall River,Massachusetts,Bristol County,2720,41.7450653,-71.08222259,1320142.59,11242.12
1f2a4648-c23f-43f3-a468-c36ab6028234,7/11/1975,,999-10-9993,S99985421,X53908849X,Mr.,Monte325,McClure239,,,M,white,portuguese,M,Wilmington  Massachusetts  US,795 Goyette Junction,Wilbraham,Massachusetts,Hampden County,1095,42.18399211,-72.40983417,969487.85,10632.08
6343cfd0-d47f-4a20-b561-b33d6441f372,9/14/1957,,999-51-3162,S99998938,X5871561X,Mr.,Maxwell782,Koepp521,,,M,white,german,M,Cambridge  Massachusetts  US,402 Huels Dale Suite 46,Newton,Massachusetts,Middlesex County,2458,42.40680685,-71.18651435,1346547.37,5748
c99e64e7-3f31-4b7f-a81a-db34fead98e5,8/24/1939,12/14/1961,999-99-6812,S99937987,X56894239X,Ms.,Queenie922,Gleason633,,,,white,german,F,Billerica  Massachusetts  US,590 Schumm Ville Suite 47,Fall River,Massachusetts,Bristol County,2720,41.73896868,-71.0615715,573324.3,2358.12
7d3570f8-4282-4ef1-a049-30a53f488a07,3/1/2005,,999-61-8789,,,,Rolland302,Spencer878,,,,white,polish,M,Haverhill  Massachusetts  US,223 Hickle Club Apt 84,Falmouth,Massachusetts,Barnstable County,2540,41.65318114,-70.60164803,370824.24,5852.04
59c1abc0-90b8-4cda-94b5-3e0673f652e5,8/22/1961,,999-60-7709,S99921269,X64899873X,Mrs.,Milissa240,Veum823,,Beahan375,M,white,irish,F,Somerville  Massachusetts  US,723 Krajcik Forge Apt 47,Granby,Massachusetts,Hampshire County,1033,42.3169793,-72.42238379,1190971.55,12285.81
ab132b8f-1200-497d-9968-d23a7fb87c1b,6/26/2017,,999-25-7686,,,,Jeremiah751,Hane680,,,,white,italian,M,Springfield  Massachusetts  US,941 Hand Forge Unit 91,Somerset,Massachusetts,Bristol County,2725,41.74792735,-71.14812571,57060,1577.4
7d7c9b72-4769-4e72-b837-358754bd7f0d,12/14/1958,,999-83-9359,S99910510,X30458232X,Mrs.,Renay451,Schimmel440,,Koss676,M,white,italian,F,Cohasset  Massachusetts  US,803 Corkery Meadow Apt 47,Athol,Massachusetts,Worcester County,1331,42.67045381,-72.20128014,193157.44,14627.01
fd2ad292-034b-46b2-8e56-743218d87cbf,12/3/1970,,999-31-6484,S99933548,X68411237X,Mr.,Brant303,Ebert178,,,S,white,english,M,Sturbridge  Massachusetts  US,628 Senger Plaza,Norwell,Massachusetts,Plymouth County,,42.2045489,-70.80700175,1001474.92,3429.6
78880659-ddf6-4887-842d-a16adfd7acde,7/3/1959,,999-92-4475,S99920080,X69814373X,Mr.,Jeffrey461,MacGyver246,,,M,white,irish,M,Norwood  Massachusetts  US,802 Buckridge Pathway,Danvers,Massachusetts,Essex County,1923,42.58520749,-70.94270916,1379426.63,5277
d9894cce-5641-4126-aafd-06acb9332fb3,8/24/1939,,999-21-2915,S99939716,X13813157X,Ms.,Vergie176,Beer512,,,S,white,german,F,Melrose  Massachusetts  US,833 Bergstrom Byway,Fall River,Massachusetts,Bristol County,2720,41.64220524,-71.01644422,1473021.06,15487.46
aa465d13-1030-4fd4-a352-a1c615ea6df2,11/21/1915,,999-17-7832,S99966745,X16597409X,Mrs.,Monserrate4,Carter549,,Zboncak558,M,hispanic,puerto_rican,F,Medford  Massachusetts  US,267 Koss Loaf Unit 55,Cambridge,Massachusetts,Middlesex County,2138,42.40589907,-71.03061251,1527625.45,28647.78
a1a34756-b007-4369-93ef-61cb7b4b448c,11/27/2011,,999-55-1958,,,,Harold594,Roberts511,,,,hispanic,central_american,F,Hull  Massachusetts  US,684 Witting Passage Suite 95,Waltham,Massachusetts,Middlesex County,2451,42.41080798,-71.15067786,188482.05,2515.68
c89380ce-c811-4e2f-aaef-e7020efa6dfd,4/6/1941,7/20/2002,999-94-4604,S99954202,X48589251X,Mrs.,Lucretia377,McCullough561,,Nitzsche158,M,white,american,F,Northborough  Massachusetts  US,213 Walsh Dam,Mattapoisett,Massachusetts,Plymouth County,,41.68831489,-70.79208765,1177829.22,13531.93
51d10707-a8ca-46d9-81f7-e8da06a3386f,4/1/1955,,999-12-7777,S99948876,X79265536X,Mr.,Collin529,Bernhard322,MD,,M,white,swedish,M,Salem  Massachusetts  US,181 Boyer Landing,Dedham,Massachusetts,Norfolk County,2026,42.29757501,-71.08476129,1327449.29,6970.04
d29d3202-fa44-4efb-b1ec-bc2c4d548868,6/21/1951,,999-38-7353,S99956396,X45841719X,Mrs.,Mellie476,Koepp521,,Schmeler639,M,native,american_indian,F,New Bedford  Massachusetts  US,1015 Ryan Port,Fall River,Massachusetts,Bristol County,2720,41.685565,-71.07565276,1323340.93,11603.68
164d38cf-ffa2-4cb9-b85a-e1ebaf12fbec,3/8/1970,,999-75-1406,S99999599,X41690342X,Mr.,Kermit56,Bogan287,,,S,white,irish,M,Boston  Massachusetts  US,574 Rogahn Key,Rochester,Massachusetts,Plymouth County,,41.81206,-70.77747561,1074815.26,3482.96
8fe4ef71-0edb-405e-b3c8-ae6b5c92899f,6/28/1976,,999-53-6507,S99951420,X57072761X,Mr.,Reuben327,Rolfson709,,,M,asian,asian_indian,M,Lynn  Massachusetts  US,374 Davis Park,Boston,Massachusetts,Suffolk County,2108,42.34765745,-71.0807494,938048.26,4279.32
2ed8f251-7366-4f00-a3d8-a931bd63b312,12/16/2008,,999-11-3551,,,,Harlan808,Murazik203,,,,white,italian,M,Rockland  Massachusetts  US,969 Gleichner Bay,Wilmington,Massachusetts,Middlesex County,1887,42.59938156,-71.14737222,273262.93,2730.68
6f9718cf-0135-49bf-ab97-5b7d3c193f0c,10/21/2018,,999-97-8309,,,,Dorathy429,Thompson596,,,,white,german,F,Boston  Massachusetts  US,1050 Heathcote Underpass,Acton,Massachusetts,Middlesex County,,42.54595102,-71.41437536,26400,645.8
839a1278-6a98-497b-8ee5-f3a61e58c134,1/31/1988,,999-73-1608,S99931897,X29337281X,Mrs.,Nilsa143,Luettgen772,,Hirthe744,M,white,irish,F,Pembroke  Massachusetts  US,1075 Stroman Meadow Suite 36,Boston,Massachusetts,Suffolk County,2108,42.41750465,-70.98472607,599089.91,6890.12
b9253891-6240-41f2-bb48-0582d13548c7,5/14/1983,,999-51-1482,S99951754,X20935901X,Mr.,Darrel772,Breitenberg711,,,S,white,english,M,Cambridge  Massachusetts  US,828 Pfannerstill Light Apt 19,Newton,Massachusetts,Middlesex County,2458,42.40019448,-71.15351874,789682.42,2871.53
aed1cc9f-5379-4277-b232-12593740db53,3/12/1988,,999-17-9544,S99950126,X42742769X,Mrs.,Kimiko714,Turcotte120,,Batz141,M,white,irish,F,Haverhill  Massachusetts  US,805 Parker Ferry Apt 97,Shirley,Massachusetts,Middlesex County,1464,42.65921947,-71.58217622,646251.98,9067.36
3c29784a-61df-498e-bc00-7697abe2c3df,8/22/2012,,999-12-6201,,,,Mack300,Kozey370,,,,white,irish,M,Boston  Massachusetts  US,1042 Kub Branch,Millbury,Massachusetts,Worcester County,,42.26264357,-71.72267164,155366.48,2449.27
9080acbd-4ce6-4c72-90fb-feb0872c9806,10/28/1983,,999-88-3842,S99967433,X89412947X,Mr.,Alejandro916,Treutel973,,,M,asian,asian_indian,M,Sheffield  Massachusetts  US,689 Johnson Esplanade Unit 40,Boston,Massachusetts,Suffolk County,2108,42.38646065,-71.08547013,907962.1,3758
2da6fd52-25d1-4cf0-8d01-4a3349101aeb,3/10/2018,,999-19-5498,,,,Eusebio566,Purdy2,,,,white,french_canadian,M,Abington  Massachusetts  US,844 Ferry Pathway Unit 18,Plymouth,Massachusetts,Plymouth County,2360,41.99683315,-70.5785859,4815.7,1102.44
